               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.086794,            0.026798,            0.010205,             0.59041,            0.085873,            0.085598,            0.034708,            0.099921,            0.012297,            0.016736,            0.001684,            0.001684,            0.001684
                  86,            0.086279,            0.027886,            0.010599,             0.61133,            0.085368,            0.085173,            0.035425,            0.099851,            0.012686,            0.016468,            0.001585,            0.001585,            0.001585
                  87,            0.085114,            0.027205,            0.010097,             0.70922,            0.079374,            0.079299,            0.031753,              0.1014,            0.013081,            0.015887,            0.001486,            0.001486,            0.001486
                  88,            0.084615,            0.026756,             0.00981,             0.56911,            0.077011,            0.080854,            0.034197,             0.10057,            0.012522,            0.016321,            0.001387,            0.001387,            0.001387
                  89,            0.084764,            0.026394,            0.010706,             0.57002,            0.078525,            0.081043,            0.033206,             0.10022,            0.012477,            0.015543,            0.001288,            0.001288,            0.001288
                  90,            0.084842,            0.026757,            0.010078,             0.57962,            0.088474,            0.085527,            0.033882,            0.099534,            0.012668,            0.015549,            0.001189,            0.001189,            0.001189
                  91,            0.085818,            0.026909,           0.0098421,             0.63301,            0.099275,            0.091622,            0.035954,            0.098955,            0.012615,            0.014712,             0.00109,             0.00109,             0.00109
                  92,            0.084395,            0.027011,           0.0099661,             0.55508,              0.1038,             0.10234,             0.04031,            0.097444,            0.011864,            0.014978,            0.000991,            0.000991,            0.000991
                  93,            0.084339,            0.026754,           0.0097509,             0.65458,             0.11145,             0.10575,            0.042241,            0.097731,             0.01192,            0.014647,            0.000892,            0.000892,            0.000892
                  94,            0.084247,            0.026815,           0.0097607,              0.5859,            0.090565,             0.10146,             0.04109,            0.097298,            0.012507,            0.014898,            0.000793,            0.000793,            0.000793
                  95,            0.084108,            0.027321,           0.0094992,              0.4984,             0.10426,            0.098256,            0.041429,            0.095695,            0.011604,            0.014447,            0.000694,            0.000694,            0.000694
                  96,            0.082467,            0.026822,           0.0095732,             0.65396,             0.10459,             0.10009,            0.040885,            0.095726,            0.011361,            0.014443,            0.000595,            0.000595,            0.000595
                  97,            0.082956,            0.025774,           0.0099017,             0.46614,             0.10656,             0.10001,            0.041621,            0.095374,            0.011297,            0.014846,            0.000496,            0.000496,            0.000496
                  98,            0.083726,            0.027388,           0.0096327,              0.4081,             0.11453,             0.10279,            0.045115,            0.094688,             0.01106,            0.014303,            0.000397,            0.000397,            0.000397
                  99,            0.082436,            0.026553,           0.0093682,             0.51888,             0.10748,             0.10105,            0.043547,            0.094498,            0.010834,             0.01412,            0.000298,            0.000298,            0.000298
