               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,            0.095769,            0.010875,           0.0084641,             0.66743,           0.0023571,          0.00030854,          5.7573e-05,             0.15416,           0.0027143,            0.017042,             0.00478,             0.00478,             0.00478
                  60,            0.095097,            0.010916,           0.0084106,             0.77853,           0.0025197,          0.00032877,           6.294e-05,             0.15472,            0.002684,             0.01712,             0.00469,             0.00469,             0.00469
                  61,            0.094959,            0.010909,           0.0084505,             0.66726,           0.0022759,          0.00025635,           5.104e-05,             0.15504,            0.002725,            0.017095,              0.0046,              0.0046,              0.0046
                  62,            0.094236,            0.010959,           0.0083445,             0.77885,           0.0045517,          0.00033486,          6.6745e-05,             0.15448,           0.0027023,             0.01738,             0.00451,             0.00451,             0.00451
                  63,            0.094259,             0.01091,           0.0082702,             0.77879,           0.0022759,          0.00035285,          6.9584e-05,             0.15413,           0.0026908,            0.017604,             0.00442,             0.00442,             0.00442
                  64,            0.093481,            0.010956,           0.0082897,             0.77879,           0.0022759,          0.00036024,          8.2769e-05,             0.15422,           0.0026549,            0.017405,             0.00433,             0.00433,             0.00433
                  65,            0.093072,            0.010865,           0.0084066,             0.66781,           0.0048769,          0.00035735,          7.0144e-05,             0.15422,           0.0026532,            0.017513,             0.00424,             0.00424,             0.00424
                  66,            0.092771,            0.010925,            0.008373,             0.66774,            0.004633,          0.00035587,          7.8261e-05,             0.15428,           0.0026895,            0.017503,             0.00415,             0.00415,             0.00415
                  67,            0.092051,            0.010808,           0.0083682,             0.77878,           0.0025197,          0.00036009,          7.3006e-05,             0.15429,           0.0027331,            0.017377,             0.00406,             0.00406,             0.00406
                  68,            0.091393,            0.010846,           0.0081181,             0.77885,           0.0021133,           0.0003386,          6.8265e-05,             0.15433,           0.0026566,            0.017908,             0.00397,             0.00397,             0.00397
