               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.098741,            0.027697,            0.015508,             0.73586,            0.041591,            0.061673,            0.024084,             0.10213,            0.010813,            0.015092,            0.002674,            0.002674,            0.002674
                  76,            0.098175,            0.027252,            0.015463,              0.6219,            0.062554,            0.062915,            0.024307,             0.10191,            0.010669,            0.014892,            0.002575,            0.002575,            0.002575
                  77,            0.098122,            0.026853,            0.015604,             0.75038,            0.043623,            0.062393,            0.023799,             0.10274,             0.01066,             0.01502,            0.002476,            0.002476,            0.002476
                  78,            0.097935,             0.02692,            0.015356,             0.73806,             0.06009,              0.0612,            0.023656,             0.10267,            0.010516,            0.014798,            0.002377,            0.002377,            0.002377
                  79,            0.097823,            0.026969,            0.015078,             0.73332,            0.060168,            0.062922,             0.02393,             0.10218,            0.010595,            0.014666,            0.002278,            0.002278,            0.002278
                  80,            0.096565,            0.026717,            0.015419,             0.73968,            0.057579,            0.065479,            0.024907,             0.10236,            0.010568,            0.014926,            0.002179,            0.002179,            0.002179
                  81,            0.097021,            0.026503,            0.015236,             0.73936,            0.060986,            0.059516,            0.023113,             0.10232,             0.01052,            0.014754,             0.00208,             0.00208,             0.00208
                  82,            0.097162,            0.027184,             0.01531,              0.7322,            0.057044,            0.060957,            0.023427,             0.10213,            0.010617,            0.014873,            0.001981,            0.001981,            0.001981
                  83,             0.09705,            0.027691,            0.014886,             0.72848,            0.059201,            0.061048,            0.023878,             0.10196,             0.01066,            0.014613,            0.001882,            0.001882,            0.001882
                  84,            0.096898,            0.026897,            0.016019,             0.62358,            0.059742,            0.063081,            0.024129,              0.1017,            0.010701,            0.014821,            0.001783,            0.001783,            0.001783
                  85,            0.097355,            0.027058,             0.01499,             0.62794,            0.060336,            0.060361,            0.023253,             0.10182,            0.010593,            0.014823,            0.001684,            0.001684,            0.001684
                  86,            0.097338,            0.027876,            0.015406,             0.62431,            0.062617,            0.064931,            0.024674,             0.10205,             0.01063,            0.014687,            0.001585,            0.001585,            0.001585
                  87,            0.095995,            0.027288,            0.015176,             0.62505,            0.062119,            0.062729,             0.02555,             0.10163,            0.010688,            0.014779,            0.001486,            0.001486,            0.001486
                  88,            0.095805,            0.027046,            0.014602,             0.63132,            0.059484,            0.061973,            0.024791,             0.10137,            0.010679,            0.014705,            0.001387,            0.001387,            0.001387
                  89,             0.09593,            0.026747,            0.015597,             0.63581,             0.06418,            0.064838,            0.025852,             0.10083,            0.010595,             0.01468,            0.001288,            0.001288,            0.001288
                  90,            0.095775,            0.027074,            0.014994,             0.75407,            0.058646,            0.066397,            0.026391,             0.10064,            0.010669,            0.014498,            0.001189,            0.001189,            0.001189
                  91,            0.096695,            0.027151,            0.014812,              0.7605,            0.059378,            0.067006,            0.026844,             0.10065,            0.010684,             0.01454,             0.00109,             0.00109,             0.00109
                  92,            0.095599,             0.02749,            0.015044,             0.75179,            0.058872,            0.065673,            0.026815,             0.10064,            0.010611,            0.014657,            0.000991,            0.000991,            0.000991
                  93,            0.095752,            0.026951,            0.014828,              0.6261,            0.061954,            0.064966,            0.026053,             0.10095,              0.0106,            0.014718,            0.000892,            0.000892,            0.000892
                  94,            0.095662,            0.027142,             0.01487,             0.62222,            0.064067,            0.063904,            0.025729,             0.10104,            0.010606,             0.01493,            0.000793,            0.000793,            0.000793
                  95,            0.095742,            0.027753,             0.01459,             0.73535,            0.065052,            0.063106,            0.025568,             0.10063,            0.010662,            0.014703,            0.000694,            0.000694,            0.000694
                  96,            0.094501,            0.027303,            0.014937,              0.7401,            0.062388,            0.063039,            0.024764,              0.1008,            0.010654,            0.014768,            0.000595,            0.000595,            0.000595
                  97,            0.094724,            0.026268,            0.015208,             0.75031,            0.060661,             0.06458,            0.025006,             0.10075,            0.010662,            0.014863,            0.000496,            0.000496,            0.000496
                  98,            0.095806,            0.027861,            0.014837,             0.75171,            0.058134,            0.063488,            0.024421,             0.10097,            0.010606,            0.014827,            0.000397,            0.000397,            0.000397
                  99,            0.095062,            0.027111,            0.014749,             0.75714,            0.057065,            0.063749,            0.025471,             0.10066,             0.01061,            0.014708,            0.000298,            0.000298,            0.000298
