               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,             0.06195,            0.014548,           0.0078309,             0.68283,            0.012818,           0.0080816,           0.0033531,             0.13176,           0.0080168,            0.015758,             0.00226,             0.00226,             0.00226
                  88,            0.061342,            0.014398,           0.0077076,             0.78959,            0.012192,            0.008255,           0.0033235,             0.13167,           0.0080587,            0.015585,             0.00217,             0.00217,             0.00217
                  89,            0.061111,            0.014309,           0.0077584,             0.57095,            0.013468,           0.0088643,           0.0031938,             0.13171,           0.0080993,            0.015695,             0.00208,             0.00208,             0.00208
                  90,            0.061206,            0.014375,           0.0076715,             0.57059,             0.01363,           0.0099693,            0.004126,             0.13139,           0.0080901,            0.015693,             0.00199,             0.00199,             0.00199
                  91,            0.061482,            0.014261,           0.0077123,             0.57035,            0.013468,             0.01142,           0.0049487,             0.13142,           0.0081503,            0.015781,              0.0019,              0.0019,              0.0019
                  92,            0.060237,             0.01417,           0.0077141,             0.56799,            0.012563,           0.0083688,           0.0033464,             0.13124,           0.0082222,            0.015446,             0.00181,             0.00181,             0.00181
                  93,            0.060236,            0.014023,           0.0077053,             0.56622,            0.012436,            0.010949,           0.0046981,             0.13165,           0.0081699,            0.015826,             0.00172,             0.00172,             0.00172
                  94,            0.059483,            0.014107,           0.0076055,             0.34022,            0.020364,            0.011314,           0.0055415,             0.13172,              0.0082,            0.015786,             0.00163,             0.00163,             0.00163
                  95,            0.059546,            0.014017,           0.0076336,             0.56749,            0.012355,            0.011485,           0.0048071,              0.1317,           0.0082144,            0.015705,             0.00154,             0.00154,             0.00154
                  96,             0.05916,             0.01402,           0.0076808,              0.5685,            0.013305,            0.011419,           0.0053077,             0.13193,           0.0082314,            0.015753,             0.00145,             0.00145,             0.00145
                  97,            0.058585,            0.013761,           0.0077165,             0.56983,            0.013874,            0.010878,           0.0052691,             0.13204,           0.0082105,            0.015987,             0.00136,             0.00136,             0.00136
                  98,            0.058216,            0.013802,           0.0074999,             0.56784,            0.014199,           0.0092818,           0.0044189,             0.13172,           0.0082105,            0.015872,             0.00127,             0.00127,             0.00127
                  99,            0.058646,            0.013752,           0.0075599,             0.34043,            0.020921,            0.011112,            0.004981,             0.13176,           0.0082222,            0.015741,             0.00118,             0.00118,             0.00118
